confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
high,174487,"Ostrich, oyster, raw",False,True,"Ostrich oyster (muscle cut) is a poultry product with unique nutrient profile (524kcal, 21.6g protein, 3.67g fat, raw state) that doesn't match Japanese beef/lamb/pork entries which are all significantly lower in energy and higher in fat, and Japanese food table lacks poultry muscle cuts or ostrich entries",,Poultry Products
high,174489,"Ostrich, top loin, raw",False,True,"Ostrich is a game bird with very lean profile (2.95g fat, 21.7g protein, 498kcal raw) distinctly different from all candidates which are beef, lamb, rabbit, or wild boar - no poultry/game bird entries exist in the Japanese table to match ostrich's nutritional composition",,Poultry Products
high,174491,"Chicken, liver, all classes, cooked, pan-fried",False,True,"US item is cooked chicken liver (pan-fried); Japanese table lacks chicken liver entries—all candidates are either raw organ meats from other animals (pork, beef, horse) or cooked poultry parts (heart, game birds) with substantially different nutrient profiles, making direct matching impossible",,Poultry Products
high,174492,"Turkey, ground, 93% lean, 7% fat, patties, broiled",False,True,Ground turkey (poultry) cannot be matched to beef/lamb (畜肉) entries; Japanese table lacks poultry ground meat products with comparable nutrient profile,,Poultry Products
high,174493,"Turkey, ground, 85% lean, 15% fat, raw",False,True,"Ground turkey (poultry, raw, 85% lean) has no equivalent in the provided Japanese composition table which contains only beef, lamb, pork processed products, and whale; poultry entries are absent",,Poultry Products
high,174494,"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",False,True,"Ground turkey (poultry) has no equivalent in the Japanese table which contains only cattle, sheep, wild boar, and chicken cuts; the closest chicken entry (17) is roasted thigh with skin at 220kcal/26.3g protein, but differs significantly in fat content (12.7g vs 17.4g) and cooking method, making it an inadequate match for ground pan-broiled turkey",,Poultry Products
high,174495,"Turkey, ground, 85% lean, 15% fat, patties, broiled",False,True,"Ground turkey (poultry) has fundamentally different nutrient profile from all beef/pork candidates; Japanese table lacks poultry ground meat entries, making true equivalent unavailable",,Poultry Products
high,174498,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",False,True,"US item is braised chicken thigh with skin (959kcal, 22.6g protein, 15.4g fat); Japanese candidates are all beef, pork, lamb, whale, or duck cuts with higher fat/energy profiles (380-577kcal range) and lower protein, with no poultry dark meat equivalent in the provided table",,Poultry Products
high,174501,"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",False,True,"US item is braised chicken skin (poultry, cooked) with high protein (12.3g) and moderate fat (38.9g); all candidates are raw beef/pork fat cuts (5-83% fat, 3.6-7.1g protein) - no poultry entries exist in Japanese table and cooked vs raw composition differs fundamentally",,Poultry Products
high,174502,"Chicken, skin (drumsticks and thighs), with added solution, raw",False,True,"US item is chicken skin with added solution (high protein 11.1g, moderate fat 37.9g); all candidates are beef/pork/whale fat cuts (protein 3.6-9.7g, fat 52.4-83.0g) - fundamentally different meat type and composition with no acceptable match",,Poultry Products
high,174507,"Turkey, dark meat from whole, meat only, with added solution, raw",False,True,"Turkey dark meat with added solution (injected/brined) has no direct match in Japanese food composition table which only contains beef, lamb, wild boar, and chicken products without injectable solutions; energy (479kcal) and protein (19.3g) are substantially higher than all beef/lamb candidates, indicating different meat type and processing method",,Poultry Products
high,174509,"Turkey, dark meat from whole, meat and skin, with added solution, raw",False,True,"Turkey dark meat with added solution (raw poultry product) has no equivalent in Japanese composition table which contains only beef, pork, lamb, and whale; all candidates are land mammals or whale, not poultry",,Poultry Products
high,174511,"Turkey from whole, light meat, meat and skin, with added solution, raw",False,True,"Turkey light meat raw with added solution (615 kcal, 20.0g protein, 7.42g fat) has significantly higher energy and fat content than all poultry candidates; no Japanese table entry for raw turkey with injected broth exists",,Poultry Products
high,174513,"Turkey, retail parts, breast, meat only, with added solution, raw",False,True,"US turkey breast with added solution (463 kcal, 22.0g protein, 2.53g fat) has no nutritionally comparable match; Japanese table lacks turkey entries and all chicken candidates show significantly lower energy (171-307 kcal) and higher fat content relative to protein, inconsistent with the lean, solution-enhanced turkey product",,Poultry Products
high,174522,"Soup, chicken mushroom, canned, condensed",False,True,"Canned condensed chicken mushroom soup is a complete ready-to-eat soup product with substantial protein, fat, carbs, and fiber content; Japanese candidates are only condiments, sauces, and broths lacking the nutritional complexity and food category equivalence of a Western canned soup",,"Soups, Sauces, and Gravies"
high,174526,"Sauce, homemade, white, thick",False,True,Homemade white thick sauce (béchamel-style) has high energy (778kcal) and moderate fat (13.8g) typical of flour-butter-milk bases; no Japanese table entry matches this dairy-based roux sauce profile - closest candidates are dressings/condiments with different compositions and purposes,,"Soups, Sauces, and Gravies"
high,174529,"Sauce, oyster, ready-to-serve",False,True,"Oyster sauce is a Chinese condiment with no direct Japanese equivalent; all candidates are Japanese sauces/seasonings with significantly different nutrient profiles (lower energy, different carb/protein ratios) and culinary applications",,"Soups, Sauces, and Gravies"
high,174530,"Soup, minestrone, canned, reduced sodium, ready-to-serve",False,True,"Minestrone soup is a complete vegetable-based soup (not a condiment/seasoning), with moderate energy, low protein/fat, and significant carbs/fiber; no Japanese soup candidates provided in table which contains only condiments, sauces, and dashi broths",,"Soups, Sauces, and Gravies"
high,174532,"Soup, shark fin, restaurant-prepared",False,True,"Shark fin soup is a specialized Chinese delicacy with unique culinary and cultural significance; no Japanese soup or broth candidate matches its specific protein composition, fat profile, or conceptual nature—all candidates are either pure condiments, broths, sauces, or vinegars fundamentally different from prepared soup.",,"Soups, Sauces, and Gravies"
high,174533,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",False,True,"Bean and ham soup is a complete prepared dish with substantial protein, fiber, and carbohydrates; all Japanese candidates are condiments/sauces/dashi stocks with minimal nutritional profiles, making none conceptually or nutritionally appropriate for this ready-to-eat soup",,"Soups, Sauces, and Gravies"
high,174534,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",False,True,"Split pea soup is a legume-based soup with substantial protein (3.85g), carbs (11.8g), and fiber (1.9g) per 100g; all Japanese candidates are condiments/seasonings with negligible nutritional content, none represent actual soup dishes",,"Soups, Sauces, and Gravies"
high,174535,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",False,True,"Split pea soup is a substantial prepared dish (68 kcal, 4g protein, 11.4g carbs per 100g) fundamentally different from Japanese condiments/broths/sauces in the table; no equivalent exists in Japanese food composition database",,"Soups, Sauces, and Gravies"
high,174538,"Soup, vegetable, canned, low sodium, condensed",False,True,"Canned vegetable soup is a prepared ready-to-eat dish with substantial carbs (12.1g) and fiber (2.1g) from vegetables, fundamentally different from Japanese condiment/sauce/broth entries which are all concentrated seasonings or flavor bases with minimal carbohydrates and fiber",,"Soups, Sauces, and Gravies"
high,174539,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",False,True,"New England clam chowder is a creamy soup with seafood and dairy (prepared with milk), fundamentally different from all Japanese condiments/sauces listed; no Japanese soup equivalent in the table candidates",,"Soups, Sauces, and Gravies"
high,174544,"Sauce, barbecue, KRAFT, original",False,True,"KRAFT barbecue sauce is a distinctly American processed condiment with high energy density (718 kcal) and high carbs (40.8g) that doesn't match any Japanese sauce profile; closest candidates (焼き肉のたれ, お好み焼きソース) are 4-5x lower in energy and have different nutrient ratios, indicating fundamentally different formulations",,"Soups, Sauces, and Gravies"
high,174545,"Soup, HEALTHY CHOICE Chicken Noodle Soup, canned",False,True,"Canned chicken noodle soup is a complete dish (soup with noodles and chicken), but all candidates are condiments/sauces/broths with fundamentally different composition and use; no Japanese food composition table entry exists for ready-to-eat canned soups",,"Soups, Sauces, and Gravies"
high,174546,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",False,True,"Canned tomato soup prepared with milk is a prepared dish with significant protein, fat, and carbohydrates from milk addition; all Japanese candidates are condiments/sauces/dashi with negligible nutrients, lacking the nutritional profile of a milk-based soup",,"Soups, Sauces, and Gravies"
high,174547,"CAMPBELL'S, Tomato Soup, condensed",False,True,Campbell's condensed tomato soup is a ready-to-eat soup product fundamentally different from Japanese condiment/sauce entries; no Japanese soup equivalent exists in the provided table which only contains seasonings and condiments,,"Soups, Sauces, and Gravies"
high,174548,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",False,True,"Campbell's Chunky soup is a ready-to-eat Western-style soup with chicken and noodles; all Japanese candidates are condiments/sauces/broths with fundamentally different food categories and usage patterns, making direct matching inappropriate",,"Soups, Sauces, and Gravies"
high,174549,"Soup, cream of asparagus, canned, prepared with equal volume water",False,True,"Cream of asparagus soup is a prepared dish (soup category) with vegetable base, but all Japanese candidates are condiments/seasonings/sauces with vastly different nutrient profiles and intended use; no suitable match exists in the condiment-only table",,"Soups, Sauces, and Gravies"
high,174552,"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",False,True,"Campbell's Chunky Beef Barley Soup is a ready-to-eat soup product with meat, vegetables, and barley; all candidates are concentrated condiments/sauces/seasonings with fundamentally different nutrient profiles and food purpose - no appropriate match exists in the Japanese condiment-focused table",,"Soups, Sauces, and Gravies"
high,174554,"Soup, clam chowder, manhattan, canned, prepared with equal volume water",False,True,"Manhattan clam chowder is a tomato-based American soup with clams and vegetables; no Japanese equivalent exists in the provided table (all candidates are condiments/sauces/dashi, not soups with clams)",,"Soups, Sauces, and Gravies"
high,174555,"Soup, clam chowder, new england, canned, prepared with equal volume water",False,True,"New England clam chowder is a creamy soup with clams and potatoes; Japanese table contains only condiments/sauces/dashi with no ready-to-eat soup entries, and none match the savory soup profile (higher protein, lower carbs than candidates offered)",,"Soups, Sauces, and Gravies"
high,174556,"CAMPBELL'S CHUNKY, New England Clam Chowder",False,True,"Campbell's Chunky New England Clam Chowder is a ready-to-eat soup product with specific seafood ingredients (clams, potatoes, celery) that has no equivalent in the Japanese composition table, which only contains condiments, sauces, and broths—not prepared soup dishes",,"Soups, Sauces, and Gravies"
high,174558,"Soup, mushroom with beef stock, canned, prepared with equal volume water",False,True,"US canned mushroom beef soup is a prepared ready-to-eat soup product; Japanese candidates are all condiments/seasonings/dashi broths, not ready-to-eat soups, making this a food category mismatch with no appropriate equivalent in the table",,"Soups, Sauces, and Gravies"
high,174559,"Soup, cream of onion, canned, prepared with equal volume water",False,True,"Cream of onion soup is a prepared ready-to-eat dish (soup category), not a condiment/sauce/seasoning; all candidates are seasonings, sauces, or dashi broths with fundamentally different food concepts and energy profiles too low for a soup item",,"Soups, Sauces, and Gravies"
high,174560,"Soup, oyster stew, canned, prepared with equal volume water",False,True,"Oyster stew is a prepared soup dish with shellfish and cream/butter base; Japanese table contains only condiments and seasonings, no prepared soups or shellfish-based dishes to match the complete food item",,"Soups, Sauces, and Gravies"
high,174561,"Soup, pea, green, canned, prepared with equal volume water",False,True,"US canned pea soup (prepared ready-to-eat dish) has no equivalent in Japanese condiment/sauce table; all candidates are seasonings/sauces/dressings, not soups",,"Soups, Sauces, and Gravies"
high,174562,"Soup, turkey noodle, canned, prepared with equal volume water",False,True,"Canned turkey noodle soup is a prepared dish (soup with noodles, turkey, and broth) that doesn't match Japanese condiment/sauce/dashi entries; no soup products in the table, only seasonings and broths",,"Soups, Sauces, and Gravies"
high,174563,"Soup, turkey vegetable, canned, prepared with equal volume water",False,True,"Canned turkey vegetable soup is a prepared ready-to-eat soup product with meat and vegetables; all Japanese candidates are condiments, sauces, broths, or vinegars - none represent a complete soup category that exists in the Japanese composition table",,"Soups, Sauces, and Gravies"
high,174564,"Soup, vegetarian vegetable, canned, prepared with equal volume water",False,True,"Vegetable soup is a common food globally, but the Japanese table only contains condiments/seasonings and dashi broths, not prepared soups; no nutritionally comparable entry exists",,"Soups, Sauces, and Gravies"
high,174565,"Soup, vegetable beef, canned, prepared with equal volume water",False,True,"Canned vegetable beef soup is a prepared composite dish with meat, vegetables, and broth that doesn't match Japanese condiment/sauce/dashi entries; no Japanese soup equivalent exists in the provided table",,"Soups, Sauces, and Gravies"
high,174568,"Soup, onion, dry, mix, prepared with water",False,True,"Onion soup mix is a prepared soup product with vegetable solids and seasonings; all Japanese candidates are condiments/broths/sauces with energy 0-99kcal but lack the vegetable content and carbohydrate profile (2.77g) typical of actual soup products, making no nutritional or conceptual match.",,"Soups, Sauces, and Gravies"
high,174569,"Soup, tomato, dry, mix, prepared with water",False,True,"Tomato soup dry mix is a prepared soup product with significant carbohydrates (7.17g) and moderate energy (38kcal/100g); all Japanese candidates are either minimal-nutrient dashi broths, vinegars, or concentrated sauces with vastly different nutritional profiles and none represent a tomato-based soup equivalent",,"Soups, Sauces, and Gravies"
high,174570,"Roast beef, deli style, prepackaged, sliced",False,True,"Deli-style prepackaged roast beef has extremely high energy (482 kcal) and salt (2.167g) due to processing/curing, which is uncharacteristic of raw beef cuts in Japanese table; no Japanese processed beef product equivalent exists in candidates",,Sausages and Luncheon Meats
high,174579,"Sausage, pork and beef, fresh, cooked",False,True,"Fresh cooked pork-beef sausage (1660 kcal, 13.8g protein, 36.2g fat, 2.7g carbs, 2.36g salt) is a processed sausage product with no equivalent in Japanese composition table; all candidates are raw meat cuts with vastly different energy/nutrient profiles and lack the processed/seasoned nature of cooked sausage",,Sausages and Luncheon Meats
high,174582,"Salami, dry or hard, pork, beef",False,True,Salami is a cured/fermented processed sausage with high salt (4.47g) and specific spice profile; all candidates are raw meat cuts with negligible salt (0-0.1g) and lack the processed/cured nature that defines salami,,Sausages and Luncheon Meats
high,174585,"Sausage, smoked link sausage, pork and beef",False,True,"Smoked link sausage is a processed meat product with added spices, curing agents, and smoke flavoring that has no direct equivalent in Japanese food composition table; all candidates are raw meat cuts with vastly different nutrient profiles (lower protein 3.6-14.5g vs 12g, higher fat 54-83% vs 28.7%, no carbs/salt matching the processed sausage formulation)",,Sausages and Luncheon Meats
high,174586,"Sausage, Italian, pork, mild, cooked, pan-fried",False,True,"Italian pork sausage is a processed meat product with specific seasoning profile and higher protein (18.4g) that doesn't match any single raw meat cut in the Japanese table; all candidates are raw/cooked single meat cuts without the emulsification, spice blend, and carbohydrate content characteristic of sausage",,Sausages and Luncheon Meats
high,174589,"Oscar Mayer, Bologna (beef)",False,True,"Oscar Mayer Bologna is a highly processed cured/emulsified sausage product with added carbs (2.45g), salt (2.997g), and binders typical of American luncheon meats; Japanese candidates are all raw meat cuts with negligible carbs and salt, lacking processed sausage composition",,Sausages and Luncheon Meats
high,174590,"Oscar Mayer, Smokies Sausage Little Cheese (pork, turkey)",False,True,"Oscar Mayer Smokies is a highly processed American emulsified sausage product with cheese filling; Japanese table contains only raw/cooked muscle meat cuts with vastly different protein (13.5g vs 3.6-14.6g), carbohydrates (1.7g vs 0.0-0.2g), and salt profiles (2.642g vs 0.0-0.1g), with no processed sausage or cheese-filled meat product equivalent",,Sausages and Luncheon Meats
high,174591,"Oscar Mayer, Wieners (beef franks)",False,True,"Oscar Mayer wieners are highly processed emulsified sausages with added carbohydrates, salt, and binders; Japanese table contains only raw meat cuts with no processed sausage/frankfurter entries, making direct nutritional matching impossible and conceptually non-equivalent",,Sausages and Luncheon Meats
high,174595,"Bratwurst, veal, cooked",False,True,"Bratwurst is a German sausage with added seasonings and binders; all Japanese candidates are raw meat cuts lacking processed sausage characteristics, higher protein (14g vs 3-6g), and specific salt content (0.152g) from curing/seasoning that raw meat doesn't match",,Sausages and Luncheon Meats
high,174597,Roast beef spread,False,True,"Roast beef spread is a highly processed luncheon meat product with added binders, fillers, and emulsifiers not represented in Japanese composition table which contains only raw/cooked meat cuts; the 931kcal energy is significantly higher than any beef entry, suggesting substantial non-meat additives typical of American processed spreads",,Sausages and Luncheon Meats
high,174602,Bacon and beef sticks,False,True,"Bacon and beef sticks are processed cured meat products with high salt (3.6g) and protein (29.1g) that don't match any raw meat cuts in the Japanese table; the closest candidates are raw fatty meat cuts (600-760 kcal, 4-5g protein) which are fundamentally different in processing, composition, and nutritional profile from cured processed sticks",,Sausages and Luncheon Meats
high,174606,"Sausage, turkey, hot, smoked",False,True,"Smoked turkey sausage has distinctly lower fat (8.75g vs 24-34g in candidates), higher protein-to-fat ratio, and uniquely higher vitamin C (30.4mg) and carbs (4.65g); no Japanese sausage/processed meat entry matches this nutritional profile",,Sausages and Luncheon Meats
high,174608,"Chicken breast, roll, oven-roasted",False,True,"US item is chicken breast roll (processed/formed poultry product) with unusually high energy (562kcal) and salt (2.24g) for chicken, suggesting significant processing/additives; no Japanese candidate matches both the chicken breast base and the extreme nutrient profile - closest chicken options (5,6,10,11) are 200-240kcal and much lower salt, while processed meat options are pork-based sausages",,Sausages and Luncheon Meats
high,174610,"Bologna, pork, turkey and beef",False,True,"Bologna is a highly processed emulsified sausage with additives, carbs, and salt content (~2.7g/100g) that doesn't match any raw meat cuts in the Japanese table; the closest candidates are pure fat cuts with 650-700 kcal but lack the processed meat composition, protein level (11.6g), carbohydrates (6.66g), and high sodium characteristic of bologna",,Sausages and Luncheon Meats
high,174612,"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",False,True,"Smoked turkey breast (97% fat-free) has exceptionally high energy (398 kcal) relative to protein (20.9g) and minimal fat (0.69g), suggesting high carbohydrate/processing content inconsistent with all Japanese meat entries which show much lower energy-to-protein ratios; no Japanese processed poultry product matches this unusual nutritional profile",,Sausages and Luncheon Meats
high,174613,"Turkey, white, rotisserie, deli cut",False,True,"US rotisserie turkey deli cut (468kcal, 13.5g protein, 3.0g fat, 7.7g carb, 3.048g salt) has no nutritionally comparable Japanese match - the high energy and carbohydrate content with extremely low fat is atypical of Japanese meat entries, suggesting processing/binding agents not represented in the table",,Sausages and Luncheon Meats
high,174614,"Frankfurter, beef, heated",False,True,"Frankfurter is a processed sausage product with specific additives, binders, and curing agents; all candidates are raw meat cuts (脂身/fatty cuts) with vastly different nutritional profiles (lower energy, much lower protein, no carbs/salt). No Japanese processed sausage equivalent exists in this table.",,Sausages and Luncheon Meats
high,174615,"Frankfurter, meat, heated",False,True,"Frankfurter is a highly processed emulsified sausage with carbohydrates and additives; all candidates are raw or simply cooked muscle cuts with vastly different composition (higher fat%, lower protein%, no carbs), making none nutritionally comparable",,Sausages and Luncheon Meats
high,174616,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",False,True,"Pre-cooked processed beef breakfast sausage with added carbohydrates (4.61g), high salt (2.296g), and specific additives/binders has no equivalent in Japanese composition table which only contains raw meat cuts; Japanese sausage entries would be needed for accurate matching",,Sausages and Luncheon Meats
high,174618,"Sausage, beef, fresh, cooked",False,True,"Fresh cooked beef sausage is a processed meat product with specific spice/binder additions and high salt content (2.065g) that doesn't match any Japanese composition table entries, which are all raw or simply cooked muscle cuts with minimal processing and low salt",,Sausages and Luncheon Meats
high,174619,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",False,True,"Coco-Roos is a heavily fortified ready-to-eat chocolate breakfast cereal with 1630kcal/100g energy density and high added micronutrients (Fe=30mg, VitB1=1.25mg, VitB12=5μg) typical of American breakfast cereals; no Japanese grain product candidate matches this high-calorie density, fortification profile, or chocolate breakfast cereal concept",,Breakfast Cereals
high,174624,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",False,True,"Instant oatmeal with fruit and cream is a processed American breakfast product; no Japanese oat-based instant cereal equivalent exists in the table, and nutrient profile (379kcal, 8.3g protein, 75.4g carbs, 6.0g fiber) doesn't match any candidates well enough for confident matching.",,Breakfast Cereals
high,174627,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",False,True,"Oat bran prepared with water is a whole grain cereal product not represented in Japanese composition table; closest candidates are rice porridges (おかゆ) which differ fundamentally in grain type, preparation method, and nutritional profile (lower protein 0.3-1.2g vs 2.03g, lower fiber content)",,Breakfast Cereals
high,174628,"Cereals ready-to-eat, Post, Waffle Crisp",False,True,"Waffle Crisp is a sweetened ready-to-eat breakfast cereal with high energy (1630 kcal/100g) and fortified micronutrients; Japanese table lacks ready-to-eat cereals, containing only instant noodles, flours, and whole grains with 1/3-1/2 the energy density",,Breakfast Cereals
high,174630,"Cereals, QUAKER, hominy grits, white, regular, dry",False,True,"Hominy grits (corn product prepared by alkali treatment) has no direct Japanese equivalent; closest candidates are corn flakes (different processing) or rice products (different grain), but none match the unique nutritional profile (1510kcal/100g dry, high energy density) and food concept of this specific American corn preparation",,Breakfast Cereals
high,174642,"Cereals ready-to-eat, MALT-O-MEAL, Honey BUZZERS",False,True,"Honey Buzzers is a fortified ready-to-eat breakfast cereal with high protein fortification (3.45g), elevated B vitamins, and micronutrient enhancement typical of US commercial cereals; Japanese table lacks ready-to-eat fortified cereal entries, only traditional grains and basic rice products without comparable fortification levels",,Breakfast Cereals
high,174643,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",False,True,"Ready-to-eat breakfast cereal (puffed grain product) with fortified vitamins and minerals has no direct equivalent in Japanese food composition table; closest candidates are unfortified grains or instant noodles which differ significantly in energy density, fortification profile, and food concept",,Breakfast Cereals
high,174646,"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",False,True,"Ready-to-eat breakfast cereal with cinnamon flavoring and added nutrients (fortified with vitamins/minerals) has no direct Japanese equivalent in the composition table; closest candidates are unfortified whole grains or instant noodles, which differ substantially in fortification profile and food category",,Breakfast Cereals
high,174647,"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",False,True,"Ready-to-eat breakfast cereal (1660 kcal/100g) is a highly processed American convenience food with no direct Japanese equivalent in the table; all candidates are either instant noodles, rice products, or other traditional grains, none matching the energy density, fortification profile, or food category of ready-to-eat cocoa cereal",,Breakfast Cereals
high,174652,"Cereals ready-to-eat, QUAKER, Christmas Crunch",False,True,"Ready-to-eat breakfast cereal with fortification (1660kcal/100g, high Fe/Zn/B vitamins) has no match in Japanese composition table which lists only raw grains, flours, and unfortified products; closest candidates are 3-4x lower in energy density and lack the mineral/vitamin fortification profile of American breakfast cereals",,Breakfast Cereals
high,174656,"Incaparina, dry mix (corn and soy flours), unprepared",False,True,"Incaparina is a fortified corn-soy blend with 21.8g protein and high micronutrients (Fe=22.0mg, Zn=23.0mg, VitA=1770μg), a processed functional food unique to Central America; no Japanese table entry matches both the high protein content from soy fortification and the comprehensive micronutrient profile characteristic of this supplemental food product.",,Breakfast Cereals
high,174657,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch",False,True,"Cap'n Crunch is a highly processed American breakfast cereal with unique formulation (1680 kcal/100g, 85.1g carbs, fortified nutrients); Japanese table contains only traditional grains and basic cereal products with dramatically lower energy density (334-472 kcal/100g) and different nutrient profiles, making no conceptually or nutritionally equivalent match available",,Breakfast Cereals
high,174663,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",False,True,"Ready-to-eat breakfast cereal with nuts is a distinctly American processed food category with no equivalent in Japanese food composition table; closest candidates are instant noodles and bread products which differ significantly in processing, purpose, and nutrient profile (especially fat content 5.4g vs 16-18g in noodles)",,Breakfast Cereals
high,174667,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",False,True,"Mixed fruit cocktail (canned water pack with multiple fruits) has no direct equivalent in Japanese food composition table; closest candidates (peach, pear, apple entries) are either single fruits, dried/beverage forms, or higher energy syrup-packed canned fruits, none matching the dilute multi-fruit water-pack composition profile",,Fruits and Fruit Juices
high,174680,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",False,True,"US item is frozen concentrated grapefruit juice (undiluted, 146kcal/100g), but Japanese table lacks citrus juice concentrates; available citrus entries are fresh juice/flesh with drastically lower energy (29-47kcal) and no concentrated juice products for proper matching",,Fruits and Fruit Juices
high,174711,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",False,True,"US item is raw beef (784kcal/100g, 21.1g protein, 11.3g fat) while all Japanese candidates are cooked preparations (280-451kcal) with significantly different nutrient profiles; no raw beef loin entry exists in the Japanese table to match the raw preparation state and high caloric density",,Beef Products
high,174715,"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",False,True,"US item has exceptionally high energy (808 kcal) and low fat (6.57g) for cooked beef, suggesting data error or unusual processing; no Japanese entry matches this anomalous nutrient profile (all cooked beef entries range 204-451 kcal with fat content proportional to energy)",,Beef Products
high,174728,"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",False,True,"US item is beef liver (cooked, boiled) with very high energy (629kcal), vitamin A (21000μg), and B12 (96μg); Japanese candidates lack beef liver entries and show much lower energy values (57-308kcal); closest conceptual match would be beef variety meats but no cooked beef liver exists in provided table",,Beef Products
high,174729,"Beef, New Zealand, imported, variety meats and by-products, liver, raw",False,True,"US item is beef liver (肝臓) but Japanese candidates lack beef liver entry; closest is pork liver (candidate 1) with mismatched animal source, and all beef offal options are non-liver organs or different cuts",,Beef Products
high,174730,"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",False,True,US item has exceptionally high energy (528 kcal) and low fat (3.26g) inconsistent with all boiled beef candidates; energy level suggests lean manufacturing beef concentrate or processed product not represented in Japanese table,,Beef Products
high,174780,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar",False,True,"SNICKERS MARATHON is a high-protein formulated nutrition bar (24.3g protein, fortified with vitamins/minerals) with no Japanese equivalent; closest candidates are traditional confections/biscuits with fundamentally different nutrient profiles and purpose",,Snacks
high,174783,"Snacks, sweet potato chips, unsalted",False,True,"Sweet potato chips are a specific snack category with high fiber (8.8g) and high potassium (925mg) profile that don't match available Japanese entries; closest candidates (potato chips #17-18) lack carbohydrate data and have different nutritional profiles, while other entries are baked goods or confections fundamentally different from fried vegetable chips",,Snacks
high,174794,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",False,True,"Granola bars are a distinctly American processed snack with high fiber content (11.4g) and specific health-focused composition that has no direct Japanese equivalent; closest candidates (biscuits, crackers) differ significantly in fiber, protein, and overall nutritional profile",,Snacks
high,174798,"Snacks, candy bits, yogurt covered with vitamin C",False,True,"Yogurt-covered candy bits with exceptionally high vitamin C (180mg) and specific micronutrient fortification profile have no equivalent in Japanese food composition table; closest candidates (chocolates, biscuits) are fundamentally different products lacking yogurt coating and targeted vitamin enrichment",,Snacks
high,174807,"Soup, egg drop, Chinese restaurant",False,True,"Egg drop soup is a complete soup dish with eggs, broth, and vegetables; all candidates are condiments/dashi/sauces, not soups. No nutritional or conceptual match exists in the Japanese table.",,"Soups, Sauces, and Gravies"
high,174808,"Soup, hot and sour, Chinese restaurant",False,True,"Hot and sour soup is a complete Chinese soup dish with protein, vegetables, and broth; all Japanese candidates are isolated condiments/sauces/broths with incompatible nutrient profiles and food category—no suitable match exists in the Japanese condiment table",,"Soups, Sauces, and Gravies"
high,174811,"Beverages, Whiskey sour mix, bottled",False,True,"Whiskey sour mix is a pre-made cocktail mixer (364kcal, 21.4g carbs, 0.259g salt) with no Japanese alcoholic beverage equivalent; Japanese candidates are either pure spirits (low carb) or traditional liqueurs, none matching the high carbohydrate profile of a sweetened citrus cocktail mix",,Beverages
high,174813,"Beverages, ABBOTT, EAS soy protein powder",False,True,"Soy protein powder is a concentrated nutritional supplement (1690 kcal/100g, 47.6g protein) with no equivalent in Japanese beverage table; candidates are all alcoholic drinks, tea infusions, or cocoa with vastly different nutrient profiles and purposes",,Beverages
high,174814,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",False,True,"Muscle Milk is a high-protein nutritional beverage with added vitamins, minerals, and fortification with no equivalent in Japanese food composition table; closest candidates (sports drink, coffee beverages) lack protein content (5.87g) and micronutrient fortification profile",,Beverages
high,174820,"Beverages, almond milk, chocolate, ready-to-drink",False,True,"Chocolate almond milk is a plant-based beverage with specific nutrient fortification (calcium, vitamin D, B12) not represented in Japanese composition tables which lack plant-based milk alternatives; closest candidates (coffee drinks, cola, cider) differ significantly in composition and concept",,Beverages
